snapped_at,market_cap,total_volume
1.43692E+12,4749237272,108629646.3
1.437E+12,4603386716,234531893.2
1.43709E+12,4644626549,153401096.7
1.43718E+12,4595071498,136949895
1.43726E+12,4550685417,74327138.84
1.43735E+12,4621120800,95933697.43
1.43744E+12,4576610890,98199009.08
1.43752E+12,4595009329,95621753.02
1.43761E+12,4593621269,68333291.87
1.4377E+12,4821588250,269724146.2
1.43778E+12,4827815486,202069424.1
1.43787E+12,4884123667,147422961.6
1.43796E+12,4911408010,142606085.4
1.43804E+12,4947418729,211277823.1
1.43813E+12,4856872338,170843981
1.43821E+12,4821106741,137447012
1.4383E+12,5060129531,160029144.1
1.43839E+12,4701002708,179617142.8
1.43847E+12,4711849065,176117913.6
1.43856E+12,4790050782,176066430.6
1.43865E+12,4758286632,160722394.7
1.43873E+12,4713910494,114205470.6
1.43882E+12,4645025943,119052564.9
1.43891E+12,4661340239,159606038.6
1.43899E+12,4458222880,188236380.6
1.43908E+12,4453009707,159113669.2
1.43916E+12,4496843065,129133092.6
1.43925E+12,4619965758,138586482.3
1.43934E+12,4586332402,143578646.8
1.43942E+12,4545787312,113173069.1
1.43951E+12,4582360757,136715821.7
1.4396E+12,4501610862,81797060.56
1.43968E+12,4443650795,105894116.8
1.43977E+12,4429289128,112832378.7
1.43986E+12,4368729902,92930142.29
1.43994E+12,3921713961,228901977.9
1.44003E+12,4097659028,155118472.4
1.44012E+12,4045665990,99019077.67
1.4402E+12,4040506117,152771665.6
1.44029E+12,3944686959,117814403.5
1.44037E+12,3711256049,240201449.7
1.44046E+12,3816091218,368610276.7
1.44055E+12,3885035441,280369321.7
1.44063E+12,3847412165,117412454
1.44072E+12,3988574545,197520341
1.44081E+12,3944403562,108744439.4
1.44089E+12,3958994480,102178524.7
1.44098E+12,3986773217,105617083.9
1.44107E+12,3941361740,98782725.79
1.44115E+12,3951545537,90413675.84
1.44124E+12,3902188431,88844739.4
1.44132E+12,3957041453,103933503.7
1.44141E+12,4066403281,141720229
1.4415E+12,4137980936,191433474.7
1.44158E+12,4158489146,116398703.4
1.44167E+12,4199644407,146785167.4
1.44176E+12,4101184264,117926047.8
1.44184E+12,4111188820,92196845.14
1.44193E+12,4143045146,80905298.95
1.44202E+12,4055350687,73576805.72
1.4421E+12,4045001376,81425104.12
1.44219E+12,3948248649,83555758.66
1.44228E+12,3976801326,81625872.39
1.44236E+12,3926669907,74642012.02
1.44245E+12,3993582872,97734866.95
1.44253E+12,3998517061,145396532.9
1.44262E+12,3975378920,81089633.11
1.44271E+12,3976589402,73649827.43
1.44279E+12,3897922858,81023178.58
1.44288E+12,3946947537,127872753.8
1.44297E+12,3931437853,97693465.95
1.44305E+12,3991687442,177238721.3
1.44314E+12,3999664277,159241356.2
1.44323E+12,3993354139,114587056.6
1.44331E+12,3963207961,89379459.53
1.4434E+12,4050984078,334761668.7
1.44348E+12,3998275496,244545409.8
1.44357E+12,3985075673,128766389.2
1.44366E+12,4005287685,118806924.9
1.44374E+12,4010333842,116860106.1
1.44383E+12,4026623886,101760955.2
1.44392E+12,4009641756,114806496.3
1.444E+12,4022815394,137508233.2
1.44409E+12,4135191877,192251663.6
1.44418E+12,4089365342,183228646.5
1.44426E+12,4081104100,131050004.1
1.44435E+12,4106420517,153491410.4
1.44444E+12,4107054310,128833860.5
1.44452E+12,4143555071,110224698.9
1.44461E+12,4112527519,162000401
1.44469E+12,4171560155,233256579.1
1.44478E+12,4228570527,409132982.8
1.44487E+12,4250196748,260709053.9
1.44495E+12,4362492753,386199978.9
1.44504E+12,4471562544,341554581.8
1.44513E+12,4339805132,151088991.3
1.44521E+12,4372613752,250734661.1
1.4453E+12,4450481080,343395568.3
1.44539E+12,4397818062,231327993.9
1.44547E+12,4508340048,238486345.5
1.44556E+12,4562951672,150895643.3
1.44564E+12,4650191966,180447246.1
1.44573E+12,4678224786,368024614.3
1.44582E+12,4696837471,243761854.5
1.4459E+12,4848053038,351480215.1
1.44599E+12,4994125639,408432758.4
1.44608E+12,5200786216,689789699.3
1.44616E+12,5384585717,1207893273
1.44625E+12,5147427318,531996087.4
1.44634E+12,5370640414,738420586.9
1.44642E+12,5773956243,824644143.2
1.44651E+12,6512611447,1383185418
1.4466E+12,6551151235,1370474622
1.44668E+12,6275336400,1205550136
1.44677E+12,6046448632,1000093126
1.44685E+12,6270636678,571563516.1
1.44694E+12,6035303307,330786558.7
1.44703E+12,6165408546,547826500.6
1.44711E+12,5487931762,744695548.5
1.4472E+12,5001756607,648886945.9
1.44729E+12,5521523367,631257278.4
1.44737E+12,5509211287,475722853
1.44746E+12,5423144292,160932969.5
1.44755E+12,5248393008,273086427
1.44763E+12,5409333592,269071281.6
1.44772E+12,5559409320,270728167.9
1.4478E+12,5486218636,208912227.2
1.44789E+12,5328810430,235680688
1.44798E+12,5258454547,151202929.4
1.44806E+12,5324166231,221933123.5
1.44815E+12,5296396734,181489553.4
1.44824E+12,5289658517,203357313.4
1.44832E+12,5244049414,119617113
1.44841E+12,5378348965,790503611
1.4485E+12,5817491230,1566364603
1.44858E+12,5854046445,1026343941
1.44867E+12,5815712789,695283830.7
1.44876E+12,6055005533,1015787129
1.44884E+12,6151393816,1577410280
1.44893E+12,5916216468,695763825.6
1.44901E+12,5842271573,1360850527
1.4491E+12,5882031946,1315985481
1.44919E+12,5930102985,1162076814
1.44927E+12,6378797968,1627927250
1.44936E+12,6432185733,1806386178
1.44945E+12,6445337596,1589923916
1.44953E+12,6775657307,1189573981
1.44962E+12,6903912861,1859780189
1.44971E+12,6902787115,1483187169
1.44979E+12,7450973019,1927940281
1.44988E+12,7183726377,2087251957
1.44996E+12,7210630550,1683622826
1.45005E+12,7289363327,1675441098
1.45014E+12,7592613661,1909610253
1.45022E+12,7418679324,1170606252
1.45031E+12,7457488189,1451782381
1.4504E+12,7561691681,1205635396
1.45048E+12,7533993752,600290804.5
1.45057E+12,7200898192,1243157687
1.45066E+12,7151734757,1524283198
1.45074E+12,7122213143,1351809093
1.45083E+12,7227391964,1167348155
1.45092E+12,7408132155,1641343175
1.451E+12,7451390747,1197588981
1.45109E+12,6836893498,2059976154
1.45117E+12,6952933563,1560915941
1.45126E+12,6899146693,1459346522
1.45135E+12,7086110009,1351109990
1.45143E+12,7010258104,1289711116
1.45152E+12,7078233083,1423687000
1.45161E+12,7124298360,1505953991
1.45169E+12,7131191084,865789054
1.45178E+12,7080195070,1076884616
1.45187E+12,7123711480,1099041557
1.45195E+12,7133044080,836944146.1
1.45204E+12,7124976916,901253999.1
1.45212E+12,7511573329,1895919821
1.45221E+12,7485910736,1664179843
1.4523E+12,7408365994,1199703656
1.45238E+12,7354584594,1466723093
1.45247E+12,7376006536,1275075745
1.45256E+12,7356463080,980954656.7
1.45264E+12,7140131112,1737873275
1.45273E+12,7095044020,1335244994
1.45282E+12,6099048257,1721006857
1.4529E+12,6386783992,1993614837
1.45299E+12,6427208544,1594538305
1.45308E+12,6417894099,1467019855
1.45316E+12,6318875183,1224872863
1.45325E+12,6972200926,1877961718
1.45333E+12,6793498405,1695396736
1.45342E+12,6310085582,1801167960
1.45351E+12,6524307381,904990344.6
1.45359E+12,6772952504,1580867173
1.45368E+12,6631824227,1439870742
1.45377E+12,6649346536,1358408013
1.45385E+12,6738685555,1220170627
1.45394E+12,6527528877,1314107496
1.45403E+12,6518104647,1545646038
1.45411E+12,6460730830,1017615075
1.4542E+12,6244243536,886149435.8
1.45428E+12,6347477213,1140703283
1.45437E+12,6398340581,759523953.9
1.45446E+12,6344071528,781366783.2
1.45454E+12,6674540421,1226454273
1.45463E+12,6648758770,1192797523
1.45472E+12,6500650665,1061119924
1.4548E+12,6557793002,634511383.4
1.45489E+12,6494930163,623436323.8
1.45498E+12,6575334494,548882113.6
1.45506E+12,6728471491,928500693.1
1.45515E+12,6825817145,614134051.5
1.45524E+12,6903191204,730807584.8
1.45532E+12,7027105094,848912159.8
1.45541E+12,7244645990,1463260604
1.45549E+12,7187159941,1539622482
1.45558E+12,7232306228,1219870649
1.45567E+12,7311588604,1421621754
1.45575E+12,7435115552,1598410843
1.45584E+12,7426408607,729825611.9
1.45593E+12,7762826419,1650596061
1.45601E+12,7746060586,1839619709
1.4561E+12,7810204952,1352017005
1.45619E+12,7534373981,1701409799
1.45627E+12,7627916334,1623749588
1.45636E+12,7610896140,1600748731
1.45644E+12,7670382836,232231049.6
1.45653E+12,7793288386,782226693.3
1.45662E+12,7811438325,755374053.3
1.4567E+12,7865078833,2094078424
1.45679E+12,7868044472,2668517462
1.45688E+12,7833154583,2086964616
1.45696E+12,7870634893,2872080154
1.45705E+12,7748212759,2581850200
1.45714E+12,7627403618,3022982198
1.45722E+12,7764444037,2725237775
1.45731E+12,7794611958,2528540074
1.4574E+12,7811755320,1978412601
1.45748E+12,7998221552,1831349248
1.45757E+12,8019662790,2280447138
1.45765E+12,8099057618,2637792517
1.45774E+12,8127879743,2509750569
1.45783E+12,8268363097,2032442568
1.45791E+12,8086063747,1993329771
1.458E+12,8157996978,2279377287
1.45809E+12,8140105997,2000546787
1.45817E+12,8048187527,1890537114
1.45826E+12,7858157655,2702354551
1.45835E+12,7813214948,1939901344
1.45843E+12,7871955334,1575458074
1.45852E+12,8005535104,2385526837
1.4586E+12,8050749394,2183123563
1.45869E+12,8189259761,2129510086
1.45878E+12,8047364040,2175914056
1.45886E+12,8026064966,2026874190
1.45895E+12,8070832930,1739621075
1.45904E+12,8147202850,2542096181
1.45912E+12,8206347587,2315486436
1.45921E+12,8097457668,2913164222
1.4593E+12,8046281268,2548682986
1.45938E+12,8051458204,1587991611
1.45947E+12,8100876713,553352045.3
1.45956E+12,8153055074,782565520.6
1.45964E+12,8134229364,529699977.5
1.45973E+12,8140790014,660296887.4
1.45981E+12,8111859334,639087239.5
1.4599E+12,8116442873,617890237.5
1.45999E+12,8029981796,710554306.1
1.46007E+12,7964442468,877590244.4
1.46016E+12,7929655220,955454232
1.46025E+12,7885587642,636585546
1.46033E+12,7899591165,817276208.7
1.46042E+12,7862880289,1356832081
1.46051E+12,7869790665,927523007
1.46059E+12,7936920205,718270192.7
1.46068E+12,8001037525,1005157781
1.46076E+12,8054621602,878873490.3
1.46085E+12,8075040477,656383310.8
1.46094E+12,8084444447,664675825
1.46102E+12,8195555595,809762141.7
1.46111E+12,8267299841,1296577530
1.4612E+12,8385526776,1575921427
1.46128E+12,8299520185,1462087996
1.46137E+12,8418473759,987797011
1.46146E+12,8529566648,2152125042
1.46154E+12,8526045362,1891391620
1.46163E+12,8592243993,2126914085
1.46172E+12,8247072776,2554556722
1.4618E+12,8284221670,2654329265
1.46189E+12,8493068640,977545759.2
1.46197E+12,8469119797,731748900.7
1.46206E+12,8542047433,737771596.2
1.46215E+12,8493545124,1096836600
1.46223E+12,8481602119,768077962.2
1.46232E+12,8430493604,776490323
1.46241E+12,8496526159,793838869.9
1.46249E+12,8670710731,1185834920
1.46258E+12,8642543817,946587514.6
1.46267E+12,8649544525,1031289918
1.46275E+12,8676490346,1358880200
1.46284E+12,8482555038,1711547788
1.46292E+12,8567510746,1113398546
1.46301E+12,8618207507,1131510951
1.4631E+12,8682727898,918735533
1.46318E+12,8649128763,1034239342
1.46327E+12,8668142275,1009799340
1.46336E+12,8715204934,1183921583
1.46344E+12,8755599229,861237427.9
1.46353E+12,8870832901,762124725.9
1.46362E+12,8777066427,1151730010
1.4637E+12,8732932569,1049399198
1.46379E+12,8782435941,755118805.2
1.46388E+12,8733390119,749997796.5
1.46396E+12,8724377778,708047653.2
1.46405E+12,8718930411,770962461.9
1.46413E+12,8749906710,971149956.2
1.46422E+12,8873839317,1298103278
1.46431E+12,9082003048,2169661197
1.46439E+12,9983998631,3629095000
1.46448E+12,9978982050,3237865715
1.46457E+12,1.01745E+10,1676239813
1.46465E+12,1.03884E+10,1507451087
1.46474E+12,1.05157E+10,1439922421
1.46483E+12,1.05031E+10,1080751302
1.46491E+12,1.1027E+10,1464276127
1.465E+12,1.10677E+10,1530868164
1.46508E+12,1.11052E+10,1405195055
1.46517E+12,1.12821E+10,1374253986
1.46526E+12,1.12057E+10,1611099906
1.46534E+12,1.13036E+10,969533139.6
1.46543E+12,1.12282E+10,889716193.1
1.46552E+12,1.12107E+10,1120581344
1.4656E+12,1.15148E+10,1032293093
1.46569E+12,1.28455E+10,3394743482
1.46578E+12,1.35505E+10,2769456786
1.46586E+12,1.34237E+10,2039342627
1.46595E+12,1.35207E+10,1684213141
1.46604E+12,1.48874E+10,3158032762
1.46612E+12,1.41139E+10,3512487087
1.46621E+12,1.38389E+10,2748342256
1.46629E+12,1.40881E+10,2244447332
1.46638E+12,1.35918E+10,1918124082
1.46647E+12,1.25453E+10,3690059097
1.46655E+12,1.13069E+10,3185811033
1.46664E+12,1.19161E+10,3969428831
1.46673E+12,1.25796E+10,3863515428
1.46681E+12,1.26865E+10,3141475711
1.4669E+12,1.20675E+10,2918707044
1.46699E+12,1.24325E+10,2605791179
1.46707E+12,1.22775E+10,2262930382
1.46716E+12,1.21671E+10,1971463284
1.46724E+12,1.27734E+10,2050944294
1.46733E+12,1.27969E+10,2111002851
1.46742E+12,1.3003E+10,1897073274
1.4675E+12,1.25495E+10,2941053719
1.46759E+12,1.27993E+10,2547538984
1.46768E+12,1.25201E+10,2238670189
1.46776E+12,1.26595E+10,1891185209
1.46785E+12,1.19605E+10,3160479909
1.46794E+12,1.2551E+10,2139471647
1.46802E+12,1.23371E+10,2551169494
1.46811E+12,1.22867E+10,1493636575
1.4682E+12,1.22675E+10,1416871884
1.46828E+12,1.27888E+10,1496787630
1.46837E+12,1.26892E+10,1255893580
1.46845E+12,1.27951E+10,1221726868
1.46854E+12,1.29211E+10,1230091559
1.46863E+12,1.29025E+10,759845715.2
1.46871E+12,1.31018E+10,1114528046
1.4688E+12,1.29397E+10,1154437417
1.46889E+12,1.31434E+10,928745985.9
1.46897E+12,1.31523E+10,896703657.8
1.46906E+12,1.30659E+10,833786372.8
1.46915E+12,1.29873E+10,1055165771
1.46923E+12,1.28909E+10,1057693551
1.46932E+12,1.28765E+10,868833824.2
1.4694E+12,1.28723E+10,744497999.1
1.46949E+12,1.27069E+10,1078456907
1.46958E+12,1.28214E+10,1032166531
1.46966E+12,1.28337E+10,780753578.4
1.46975E+12,1.28236E+10,753807273
1.46984E+12,1.27652E+10,582177964.9
1.46992E+12,1.22083E+10,1312234930
1.47001E+12,1.18537E+10,1364021326
1.4701E+12,1.01756E+10,2567810423
1.47018E+12,1.11578E+10,3195496928
1.47027E+12,1.13811E+10,1977906752
1.47036E+12,1.14219E+10,873958281.3
1.47044E+12,1.18531E+10,981742067.4
1.47053E+12,1.18984E+10,1362995935
1.47061E+12,1.18858E+10,929557779.2
1.4707E+12,1.16246E+10,969185062.2
1.47079E+12,1.16941E+10,1039634507
1.47087E+12,1.17631E+10,591208018.9
1.47096E+12,1.17539E+10,593324279.5
1.47105E+12,1.17212E+10,719240877.3
1.47113E+12,1.14904E+10,985104504.1
1.47122E+12,1.14105E+10,888325581.1
1.47131E+12,1.15065E+10,884260059.9
1.47139E+12,1.14404E+10,648262740.9
1.47148E+12,1.14584E+10,575220974.4
1.47156E+12,1.14962E+10,515204639.7
1.47165E+12,1.16686E+10,582313075
1.47174E+12,1.16118E+10,513751188.2
1.47182E+12,1.16831E+10,533733118.4
1.47191E+12,1.16034E+10,1215430882
1.472E+12,1.15239E+10,783251583.6
1.47208E+12,1.14767E+10,753279239.7
1.47217E+12,1.15096E+10,580668885.4
1.47226E+12,1.13295E+10,683994608.4
1.47234E+12,1.14343E+10,599871331.3
1.47243E+12,1.15055E+10,669373897
1.47252E+12,1.15225E+10,753972783.1
1.4726E+12,1.1459E+10,542891790.3
1.47269E+12,1.15216E+10,648985991.5
1.47277E+12,1.15887E+10,595366688
1.47286E+12,1.19262E+10,883637823.9
1.47295E+12,1.2171E+10,1366746654
1.47303E+12,1.21624E+10,927290455.5
1.47312E+12,1.21997E+10,825444483
1.47321E+12,1.22486E+10,848829097.3
1.47329E+12,1.24148E+10,1957295627
1.47338E+12,1.2363E+10,1052765036
1.47347E+12,1.24485E+10,745781125
1.47355E+12,1.20674E+10,1546308887
1.47364E+12,1.21093E+10,1206766120
1.47372E+12,1.21266E+10,934911488.8
1.47381E+12,1.21594E+10,746281492.8
1.4739E+12,1.21537E+10,770654871.3
1.47398E+12,1.21913E+10,671608847.2
1.47407E+12,1.21807E+10,690977229.6
1.47416E+12,1.22131E+10,1472149585
1.47424E+12,1.22797E+10,1424721714
1.47433E+12,1.23602E+10,1091686240
1.47442E+12,1.20861E+10,1785701559
1.4745E+12,1.20482E+10,1136885886
1.47459E+12,1.21952E+10,1623699840
1.47468E+12,1.21693E+10,1259199570
1.47476E+12,1.21615E+10,1192557049
1.47485E+12,1.22293E+10,2103056000
1.47493E+12,1.22254E+10,1669511711
1.47502E+12,1.22691E+10,1153577505
1.47511E+12,1.22628E+10,1451011256
1.47519E+12,1.23251E+10,1362979673
1.47528E+12,1.23542E+10,1832864106
1.47537E+12,1.23077E+10,1115241339
1.47545E+12,1.23621E+10,837211284.7
1.47554E+12,1.22812E+10,918417851.1
1.47563E+12,1.23801E+10,1054814477
1.47571E+12,1.23338E+10,814070564.9
1.4758E+12,1.23732E+10,1215444066
1.47588E+12,1.23459E+10,901104054.1
1.47597E+12,1.23135E+10,1017681391
1.47606E+12,1.22861E+10,1425444663
1.47614E+12,1.2699E+10,3237677772
1.47623E+12,1.2603E+10,2620859247
1.47632E+12,1.25998E+10,2377824268
1.4764E+12,1.26251E+10,1857500271
1.47649E+12,1.25708E+10,1798516546
1.47658E+12,1.27011E+10,1612682651
1.47666E+12,1.26567E+10,1365036660
1.47675E+12,1.26786E+10,2210702066
1.47684E+12,1.25125E+10,2121183035
1.47692E+12,1.25364E+10,1926526341
1.47701E+12,1.25736E+10,1437345767
1.47709E+12,1.29221E+10,3853640082
1.47718E+12,1.28833E+10,3932981399
1.47727E+12,1.28496E+10,3417944592
1.47735E+12,1.29026E+10,2698301491
1.47744E+12,1.31999E+10,5173695992
1.47753E+12,1.33361E+10,5421567786
1.47761E+12,1.34093E+10,5449713460
1.4777E+12,1.36497E+10,7327252338
1.47779E+12,1.34691E+10,6141584683
1.47787E+12,1.34565E+10,7104827238
1.47796E+12,1.39234E+10,6248779882
1.47804E+12,1.40115E+10,4769811787
1.47813E+12,1.32254E+10,1.10875E+10
1.47822E+12,1.35443E+10,6278564751
1.4783E+12,1.36287E+10,2301989310
1.47839E+12,1.37309E+10,2901002694
1.47848E+12,1.36224E+10,3471695233
1.47856E+12,1.36745E+10,3202737944
1.47865E+12,1.38319E+10,4604811219
1.47874E+12,1.36597E+10,3412178398
1.47882E+12,1.36982E+10,3704431312
1.47891E+12,1.34517E+10,6489590874
1.479E+12,1.34769E+10,4218429175
1.47908E+12,1.35988E+10,5564581316
1.47917E+12,1.37371E+10,7932886221
1.47925E+12,1.4136E+10,1.05023E+10
1.47934E+12,1.40719E+10,5959931528
1.47943E+12,1.41839E+10,4346991050
1.47951E+12,1.42194E+10,3583259312
1.4796E+12,1.38228E+10,5514238615
1.47969E+12,1.39651E+10,3397952133
1.47977E+12,1.4187E+10,3557122589
1.47986E+12,1.40522E+10,3999996571
1.47995E+12,1.39196E+10,4061805986
1.48003E+12,1.39615E+10,2708162035
1.48012E+12,1.38663E+10,2677876986
1.4802E+12,1.37716E+10,2886905905
1.48029E+12,1.38082E+10,2641190504
1.48038E+12,1.37441E+10,2098380715
1.48046E+12,1.39713E+10,4675509373
1.48055E+12,1.41235E+10,5718297740
1.48064E+12,1.43279E+10,4943030442
1.48072E+12,1.42588E+10,3046527701
1.48081E+12,1.42297E+10,3727476648
1.4809E+12,1.3866E+10,4101982777
1.48098E+12,1.40935E+10,3699686843
1.48107E+12,1.42624E+10,2926968598
1.48116E+12,1.43679E+10,3072180428
1.48124E+12,1.44162E+10,3363803026
1.48133E+12,1.4417E+10,6768868009
1.48141E+12,1.43679E+10,5723084838
1.4815E+12,1.45767E+10,6537278780
1.48159E+12,1.45798E+10,3091780274
1.48167E+12,1.45307E+10,1723003865
1.48176E+12,1.45065E+10,1518080728
1.48185E+12,1.46356E+10,1892675456
1.48193E+12,1.47293E+10,1972326759
1.48202E+12,1.47588E+10,1605854661
1.48211E+12,1.47898E+10,1211705593
1.48219E+12,1.49422E+10,2003020868
1.48228E+12,1.54101E+10,6267202741
1.48236E+12,1.59143E+10,8260287714
1.48245E+12,1.68486E+10,6365106372
1.48254E+12,1.64581E+10,5547058209
1.48262E+12,1.64996E+10,4683162994
1.48271E+12,1.66479E+10,5352149258
1.4828E+12,1.70338E+10,5161974003
1.48288E+12,1.79308E+10,5532128818
1.48297E+12,1.79696E+10,4305597750
1.48306E+12,1.78347E+10,4983962565
1.48314E+12,1.79131E+10,3826705941
1.48323E+12,1.84118E+10,3924458110
1.48332E+12,1.88319E+10,5077313925
1.4834E+12,1.92385E+10,4989160260
1.48349E+12,2.10488E+10,9438407306
1.48357E+12,1.85742E+10,1.28629E+10
1.48366E+12,1.69172E+10,1.118E+10
1.48375E+12,1.69778E+10,7928482188
1.48383E+12,1.71688E+10,5155959397
1.48392E+12,1.70748E+10,4544750338
1.48401E+12,1.7209E+10,3760468553
1.48409E+12,1.49966E+10,5966564820
1.48418E+12,1.5296E+10,3792213894
1.48427E+12,1.57054E+10,2129306688
1.48435E+12,1.56287E+10,1381062689
1.48444E+12,1.57054E+10,995151480.1
1.48452E+12,1.58139E+10,863120785.4
1.48461E+12,1.71492E+10,1379214512
1.4847E+12,1.6635E+10,1200080617
1.48478E+12,1.70381E+10,919259653.2
1.48487E+12,1.69733E+10,662483583.1
1.48496E+12,1.74938E+10,726365036.1
1.48504E+12,1.74484E+10,884152113.5
1.48513E+12,1.74723E+10,497523868.6
1.48522E+12,1.68688E+10,411577512
1.4853E+12,1.69978E+10,413813957.6
1.48539E+12,1.74112E+10,85566018.58
1.48548E+12,1.74527E+10,103819404.6
1.48556E+12,1.75133E+10,51180965.82
1.48565E+12,1.74223E+10,45521059.69
1.48573E+12,1.75723E+10,60416420.32
1.48582E+12,1.8368E+10,147639012.7
1.48591E+12,1.87102E+10,127914131.4
1.48599E+12,1.90907E+10,125789894.4
1.48608E+12,1.92226E+10,174571219.6
1.48617E+12,1.95807E+10,137203809.2
1.48625E+12,1.92844E+10,101128090.7
1.48634E+12,1.9454E+10,100920457
1.48643E+12,1.99449E+10,119445909.3
1.48651E+12,1.99759E+10,194176377.1
1.4866E+12,1.86265E+10,394666497.1
1.48668E+12,1.8842E+10,186348448.4
1.48677E+12,1.91823E+10,83077660.89
1.48686E+12,1.90008E+10,55431959.12
1.48694E+12,1.89032E+10,98543617.57
1.48703E+12,1.93309E+10,134456160.6
1.48712E+12,1.93367E+10,72538275.22
1.4872E+12,1.97416E+10,100336551
1.48729E+12,2.00771E+10,121644084.1
1.48738E+12,2.01063E+10,82439064.83
1.48746E+12,2.00305E+10,61718764.05
1.48755E+12,2.04835E+10,85208118.86
1.48764E+12,2.11732E+10,194189628.5
1.48772E+12,2.11356E+10,125310097.4
1.48781E+12,2.22393E+10,163268222.2
1.48789E+12,2.21485E+10,363040797.4
1.48798E+12,2.16683E+10,157467102.3
1.48807E+12,2.2302E+10,122505399.6
1.48815E+12,2.25804E+10,129704114.7
1.48824E+12,2.25898E+10,220657288.2
1.48833E+12,2.34434E+10,204543911.1
1.48841E+12,2.4222E+10,346340984.9
1.4885E+12,2.47931E+10,290533554.8
1.48859E+12,2.43358E+10,173336059.8
1.48867E+12,2.455E+10,112374043.3
1.48876E+12,2.47144E+10,120278913
1.48884E+12,2.38423E+10,277837710
1.48893E+12,2.21637E+10,314864633.9
1.48902E+12,2.30231E+10,214151650.7
1.4891E+12,2.16282E+10,559710889.4
1.48919E+12,2.34392E+10,307736602.5
1.48928E+12,2.45024E+10,249673268.7
1.48936E+12,2.53385E+10,449249008.1
1.48945E+12,2.55111E+10,253381716.9
1.48954E+12,2.64126E+10,317738229.8
1.48962E+12,2.62567E+10,600376683.7
1.48971E+12,2.42465E+10,810856094.8
1.4898E+12,2.14045E+10,696754703.1
1.48988E+12,2.36896E+10,468483075.3
1.48997E+12,2.36869E+10,291943352.6
1.49005E+12,2.5082E+10,354089643.3
1.49014E+12,2.38494E+10,392758272.3
1.49023E+12,2.39418E+10,231797733
1.49031E+12,2.31824E+10,498552448.2
1.4904E+12,2.34858E+10,464580900.7
1.49049E+12,2.32804E+10,313854797.3
1.49057E+12,2.46034E+10,349713725.7
1.49066E+12,2.49433E+10,321551299.5
1.49075E+12,2.51271E+10,302446418.9
1.49083E+12,2.53934E+10,434637303.2
1.49092E+12,2.62301E+10,523067376.1
1.491E+12,2.64831E+10,286955418
1.49118E+12,2.70731E+10,627037056.7
1.49126E+12,2.71432E+10,467652899.2
1.49135E+12,2.75686E+10,471431299.6
1.49144E+12,2.80878E+10,528877119.4
1.49152E+12,2.81045E+10,314416173.6
1.49161E+12,2.82839E+10,213976175.1
1.4917E+12,2.82807E+10,169162907
1.49178E+12,2.90103E+10,256626395.1
1.49187E+12,2.88054E+10,224924595.1
1.49196E+12,2.92326E+10,375692391.4
1.49204E+12,2.88115E+10,408295979.5
1.49213E+12,2.87512E+10,291180585.3
1.49221E+12,2.90584E+10,229014906.1
1.4923E+12,2.90955E+10,170568398.1
1.49239E+12,2.94496E+10,296290411
1.49247E+12,3.00139E+10,333227302.7
1.49256E+12,2.98418E+10,312959673
1.49265E+12,3.04726E+10,376888029.6
1.49273E+12,3.05982E+10,322735566.9
1.49282E+12,3.06171E+10,321181984.8
1.49291E+12,3.07933E+10,381408389.1
1.49299E+12,3.10572E+10,371596656.5
1.49308E+12,3.13623E+10,375003905.4
1.49316E+12,3.24175E+10,539471133.9
1.49325E+12,3.42663E+10,699003301
1.49334E+12,3.54128E+10,750965626
1.49342E+12,3.62189E+10,629319772.5
1.49351E+12,3.75973E+10,679490831.3
1.4936E+12,3.82574E+10,1111661168
1.49368E+12,3.89602E+10,676558145.6
1.49377E+12,4.07487E+10,912800974.5
1.49386E+12,4.34838E+10,1412369440
1.49394E+12,4.42004E+10,1649079037
1.49403E+12,4.62597E+10,878500516.8
1.49412E+12,4.77769E+10,1456068536
1.4942E+12,5.14694E+10,1677572530
1.49429E+12,5.05827E+10,1677191475
1.49437E+12,5.26614E+10,1379709546
1.49446E+12,5.3498E+10,1071157173
1.49455E+12,5.26295E+10,877202623.9
1.49463E+12,5.40196E+10,809115255.9
1.49472E+12,5.48609E+10,574719087
1.49481E+12,5.49398E+10,1010383505
1.49489E+12,5.77863E+10,1331445137
1.49498E+12,6.24928E+10,1554799747
1.49507E+12,6.46251E+10,1298865895
1.49515E+12,6.84306E+10,1556730819
1.49524E+12,7.06448E+10,1268585647
1.49532E+12,7.40356E+10,1620228240
1.49541E+12,7.45878E+10,2795594993
1.4955E+12,8.19129E+10,1967768588
1.49558E+12,8.68398E+10,2872054243
1.49567E+12,7.98015E+10,3316947936
1.49576E+12,7.6189E+10,2405487811
1.49584E+12,7.0234E+10,2659023902
1.49593E+12,7.52061E+10,1660471878
1.49602E+12,7.91482E+10,1318505891
1.4961E+12,7.92974E+10,2039957853
1.49619E+12,8.42296E+10,2041024615
1.49628E+12,9.00266E+10,2348193211
1.49636E+12,9.14695E+10,1607178151
1.49645E+12,9.21209E+10,1706432155
1.49653E+12,9.50775E+10,1692262612
1.49662E+12,9.9146E+10,1577639621
1.49671E+12,1.04325E+11,2924365666
1.49679E+12,9.91401E+10,2109632772
1.49688E+12,1.02824E+11,1682549695
1.49697E+12,1.06288E+11,1770258343
1.49705E+12,1.12637E+11,2637209337
1.49714E+12,1.16298E+11,2680551562
1.49723E+12,1.1217E+11,3770253648
