변환,USD,주식
2013-05-13,1113,2955600000000
2013-05-14,1113,4065500000000
2013-05-15,1115,3803000000000
2013-05-16,1118,4877400000000
2013-05-20,1120,4323100000000
2013-05-21,1114.2,3630800000000
2013-05-22,1113,4447500000000
2013-05-23,1120,4527800000000
2013-05-24,1124,3668400000000
2013-05-27,1127,2927500000000
2013-05-28,1121,3172300000000
2013-05-29,1130.1,4657100000000
2013-05-30,1130.5,4783700000000
2013-05-31,1126,5363900000000
2013-06-03,1130,3588900000000
2013-06-04,1127,3889400000000
2013-06-05,1123.9,4221400000000
2013-06-07,1111.3,5434900000000
2013-06-10,1122,3679700000000
2013-06-11,1129.5,4379600000000
2013-06-12,1130,3375000000000
2013-06-13,1131.6,4957400000000
2013-06-14,1126,3449500000000
2013-06-17,1128,3192400000000
2013-06-18,1129,3388900000000
2013-06-19,1132.4,3278300000000
2013-06-20,1143,4311900000000
2013-06-21,1154,4891400000000
2013-06-24,1152,3170100000000
2013-06-25,1160,4410300000000
2013-06-26,1153,4046500000000
2013-06-27,1152.5,4052300000000
2013-06-28,1144,4343800000000
2013-07-01,1142,2937200000000
2013-07-02,1133,3843100000000
2013-07-03,1139,3773800000000
2013-07-04,1140,3093400000000
2013-07-05,1138,3721200000000
2013-07-08,1152,3483500000000
2013-07-09,1146,3114200000000
2013-07-10,1141.7,3160700000000
2013-07-11,1128,3914300000000
2013-07-12,1122,3411100000000
2013-07-15,1123,3154500000000
2013-07-16,1121.8,2948000000000
2013-07-17,1115,3970000000000
2013-07-18,1118.2,3468500000000
2013-07-19,1125,3549400000000
2013-07-22,1119.5,3588500000000
2013-07-23,1115,4246000000000
2013-07-24,1116.5,3546500000000
2013-07-25,1121,3834600000000
2013-07-26,1114.4,3742100000000
2013-07-29,1110.3,4165400000000
2013-07-30,1112,3511400000000
2013-07-31,1116,3998900000000
2013-08-01,1119,3547200000000
2013-08-02,1127,3970700000000
2013-08-05,1119.5,2715300000000
2013-08-06,1115,3451400000000
2013-08-07,1113.2,3495800000000
2013-08-08,1114,3599800000000
2013-08-09,1108,3467200000000
2013-08-12,1111,3030900000000
2013-08-13,1115.8,3993300000000
2013-08-14,1118.9,4065000000000
2013-08-16,1118,3772900000000
2013-08-19,1114.5,3231000000000
2013-08-20,1119.5,4201300000000
2013-08-21,1116.5,4250000000000
2013-08-22,1122,4218500000000
2013-08-23,1121,3804900000000
2013-08-26,1113,3225600000000
2013-08-27,1114.8,3719500000000
2013-08-28,1119,3356000000000
2013-08-29,1113,4705600000000
2013-08-30,1111.8,4961400000000
2013-09-02,1108,3375600000000
2013-09-03,1098.9,3967500000000
2013-09-04,1101.5,3728300000000
2013-09-05,1091.6,4405000000000
2013-09-06,1097,4162200000000
2013-09-09,1090,4428000000000
2013-09-10,1082.5,5270500000000
2013-09-11,1084,4564900000000
2013-09-12,1082.5,5673200000000
2013-09-13,1084,3921700000000
2013-09-16,1082.8,4059200000000
2013-09-17,1083,4255600000000
2013-09-23,1078,5091600000000
2013-09-24,1073.9,4180900000000
2013-09-25,1075.4,4078100000000
2013-09-26,1075,3891200000000
2013-09-27,1077.5,3999800000000
2013-09-30,1075.5,4094300000000
2013-10-01,1076,3901900000000
2013-10-02,1073.5,4304400000000
2013-10-04,1072,4253800000000
2013-10-07,1071.5,3393500000000
2013-10-08,1071,3672400000000
2013-10-10,1076,3994700000000
2013-10-11,1071,28773300000000
2013-10-14,1071.4,3580700000000
2013-10-15,1070.4,3985400000000
2013-10-16,1067.4,4314600000000
2013-10-17,1066,4835600000000
2013-10-18,1061.5,4374900000000
2013-10-21,1060,4073700000000
2013-10-22,1063.3,4494200000000
2013-10-23,1057.5,4862400000000
2013-10-24,1056,3751800000000
2013-10-25,1061.5,3956800000000
2013-10-28,1063.9,3842900000000
2013-10-29,1061.6,3634700000000
2013-10-30,1062,4055200000000
2013-10-31,1060.9,4403600000000
2013-11-01,1065,3567600000000
2013-11-04,1062,3479100000000
2013-11-05,1062,3480400000000
2013-11-06,1062.9,3881200000000
2013-11-07,1060.5,3617400000000
2013-11-08,1063.1,3843100000000
2013-11-11,1067,3258500000000
2013-11-12,1072.9,3154400000000
2013-11-13,1072,3340600000000
2013-11-14,1067,3692000000000
2013-11-15,1069,3613000000000
2013-11-18,1061.4,3023600000000
2013-11-19,1056.5,4232100000000
2013-11-20,1055.4,4465400000000
2013-11-21,1059.5,3241600000000
2013-11-22,1061.8,3378000000000
2013-11-25,1060.7,2984900000000
2013-11-26,1059.6,3400500000000
2013-11-27,1060,3630200000000
2013-11-28,1064,3994100000000
2013-11-29,1060.9,3348900000000
2013-12-02,1057.6,3202000000000
2013-12-03,1059.5,3591400000000
2013-12-04,1061,3394600000000
2013-12-05,1060.5,3254600000000
2013-12-06,1058.3,3329500000000
2013-12-09,1053,2962400000000
2013-12-10,1051.5,2939900000000
2013-12-11,1053,3374700000000
2013-12-12,1053.2,3550700000000
2013-12-13,1052.5,3230600000000
2013-12-16,1054.2,2809800000000
2013-12-17,1051.9,3141900000000
2013-12-18,1053,3688400000000
2013-12-19,1055,3717200000000
2013-12-20,1061,3056000000000
2013-12-23,1061.6,3176700000000
2013-12-24,1060.6,3072400000000
2013-12-26,1060,3164000000000
2013-12-27,1058.4,2953700000000
2013-12-30,1055,3174300000000
2014-01-02,1050.4,4222600000000
2014-01-03,1053,3919200000000
2014-01-06,1055.5,3594300000000
2014-01-07,1064.9,3606700000000
2014-01-08,1069,4244600000000
2014-01-09,1069.4,4584600000000
2014-01-10,1064,4213900000000
2014-01-13,1057,3292500000000
2014-01-14,1057.5,3448500000000
2014-01-15,1061.5,3757100000000
2014-01-16,1064.7,3317200000000
2014-01-17,1062,3256700000000
2014-01-20,1062.5,2819000000000
2014-01-21,1063.6,3299900000000
2014-01-22,1069.8,3405800000000
2014-01-23,1068.3,3380900000000
2014-01-24,1075.9,4301700000000
2014-01-27,1085.5,4321600000000
2014-01-28,1080,4130300000000
2014-01-29,1073.6,4182200000000
2014-02-03,1081,3903300000000
2014-02-04,1088,4427800000000
2014-02-05,1076.5,3889300000000
2014-02-06,1077,3940200000000
2014-02-07,1074.5,4344000000000
2014-02-10,1074,3154400000000
2014-02-11,1073.3,3187800000000
2014-02-12,1065.5,3569000000000
2014-02-13,1062,2865000000000
2014-02-14,1062.9,3158500000000
2014-02-17,1059,3353400000000
2014-02-18,1059.5,2689200000000
2014-02-19,1064.7,2991500000000
2014-02-20,1068.8,3787100000000
2014-02-21,1073.5,3455100000000
2014-02-24,1076,2830600000000
2014-02-25,1070.5,3975900000000
2014-02-26,1074,3785700000000
2014-02-27,1070,3763700000000
2014-02-28,1066,4724900000000
2014-03-03,1072.1,3334400000000
2014-03-04,1073,3036200000000
2014-03-05,1068,3567000000000
2014-03-06,1071.5,3301700000000
2014-03-07,1062.5,3208100000000
2014-03-10,1065,3351200000000
2014-03-11,1066.3,3387400000000
2014-03-12,1069,4125000000000
2014-03-13,1066.9,4349800000000
2014-03-14,1071.9,3976800000000
2014-03-17,1072,3264800000000
2014-03-18,1067,3560000000000
2014-03-19,1069,3363200000000
2014-03-20,1076,3275700000000
2014-03-21,1080,3373500000000
2014-03-24,1082.1,3264300000000
2014-03-25,1076.5,3728700000000
2014-03-26,1076,3972300000000
2014-03-27,1075.4,3867300000000
2014-03-28,1068.5,3392000000000
2014-03-31,1066,4391700000000
2014-04-01,1062.5,3708400000000
2014-04-02,1056.5,3905600000000
2014-04-03,1058.5,4122200000000
2014-04-04,1058,3215400000000
2014-04-07,1051.3,3590500000000
2014-04-08,1055,3702200000000
2014-04-09,1046,4695200000000
2014-04-10,1035,4101400000000
2014-04-11,1040,3428400000000
2014-04-14,1039,2821700000000
2014-04-15,1041,3409000000000
2014-04-16,1042,3227500000000
2014-04-17,1035.9,2857500000000
2014-04-18,1039,2723000000000
2014-04-21,1037.5,2197800000000
2014-04-22,1038.7,3020300000000
2014-04-23,1039,3822100000000
2014-04-24,1040,3513600000000
2014-04-25,1037,3600000000000
2014-04-28,1039.7,2791500000000
2014-04-29,1033.1,2935300000000
2014-04-30,1030.7,3844100000000
2014-05-02,1031,3205100000000
2014-05-07,1027,3539100000000
2014-05-08,1023.5,3818300000000
2014-05-09,1022.9,3414700000000
2014-05-12,1026,3718200000000
2014-05-13,1024,3698500000000
2014-05-14,1022.5,3636500000000
2014-05-15,1028.5,3301800000000
2014-05-16,1027.5,4068600000000
2014-05-19,1023,4136200000000
2014-05-20,1022.1,3661300000000
2014-05-21,1024.7,3217900000000
2014-05-22,1026.2,3574300000000
2014-05-23,1024.5,3134000000000
2014-05-26,1024.2,2652000000000
2014-05-27,1023.8,2704700000000
2014-05-28,1024.3,3218700000000
2014-05-29,1021.1,3628800000000
2014-05-30,1018,4998400000000
2014-06-02,1021.3,6104500000000
2014-06-03,1024.9,4757900000000
2014-06-05,1025.5,4404900000000
2014-06-09,1018,4514200000000
2014-06-10,1017,3872300000000
2014-06-11,1016.4,3810100000000
2014-06-12,1017.6,4147000000000
2014-06-13,1018.5,3505400000000
2014-06-16,1019.3,3309600000000
2014-06-17,1021.3,3448900000000
2014-06-18,1023.5,3187200000000
2014-06-19,1018.1,3873700000000
2014-06-20,1019.9,3977300000000
2014-06-23,1019.8,3284700000000
2014-06-24,1018.5,3664500000000
2014-06-25,1019.3,3306300000000
2014-06-26,1018.2,3793400000000
2014-06-27,1017,2962200000000
2014-06-30,1013,2870200000000
2014-07-01,1011.5,2936700000000
2014-07-02,1011.8,3713400000000
2014-07-03,1009.5,3415300000000
2014-07-04,1009.5,3036600000000
2014-07-07,1008.8,2974400000000
2014-07-08,1011.2,3369900000000
2014-07-09,1012.6,3677100000000
2014-07-10,1010.5,3580100000000
2014-07-11,1015.1,3467800000000
2014-07-14,1020,3072000000000
2014-07-15,1019.4,4040600000000
2014-07-16,1028.5,3893300000000
2014-07-17,1029,3854100000000
2014-07-18,1033.5,3238900000000
2014-07-21,1029,3193000000000
2014-07-22,1025.5,3006900000000
2014-07-23,1023.3,4049500000000
2014-07-24,1024.4,4542300000000
2014-07-25,1031,3826700000000
2014-07-28,1027.9,4671200000000
2014-07-29,1025,5872700000000
2014-07-30,1027,6426400000000
2014-07-31,1027.5,5997900000000
2014-08-01,1032,4928800000000
2014-08-04,1032,3862200000000
2014-08-05,1031,3784600000000
2014-08-06,1034.9,4416900000000
2014-08-07,1033,3683700000000
2014-08-08,1037.5,4407200000000
2014-08-11,1030.9,3435600000000
2014-08-12,1029.7,3694900000000
2014-08-13,1028,4160800000000
2014-08-14,1031,3786600000000
2014-08-18,1018,3565300000000
2014-08-19,1016.3,4263600000000
2014-08-20,1019.5,4570200000000
2014-08-21,1023.5,4477000000000
2014-08-22,1022,3455300000000
2014-08-25,1019.4,3442700000000
2014-08-26,1019,3620600000000
2014-08-27,1015.5,4316300000000
2014-08-28,1013.8,3720900000000
2014-08-29,1015.5,3990200000000
2014-09-01,1015,3181800000000
2014-09-02,1012,3981600000000
2014-09-03,1019,4625000000000
2014-09-04,1018.9,4448000000000
2014-09-05,1022,3857200000000
2014-09-11,1032.5,4910300000000
2014-09-12,1036.6,3779200000000
2014-09-15,1038,3112900000000
2014-09-16,1038,3071300000000
2014-09-17,1032,3429400000000
2014-09-18,1041.3,5215300000000
2014-09-19,1044.6,4812300000000
2014-09-22,1040,3483800000000
2014-09-23,1042.9,4572800000000
2014-09-24,1040.4,4342200000000
2014-09-25,1041,4275100000000
2014-09-26,1044.2,3770000000000
2014-09-29,1049,4377100000000
2014-09-30,1055.8,4160100000000
2014-10-01,1058,4293500000000
2014-10-02,1059.8,4637500000000
2014-10-06,1074.9,4196900000000
2014-10-07,1065,3867800000000
2014-10-08,1066.1,3690700000000
2014-10-10,1070.5,4357000000000
2014-10-13,1073.5,3945700000000
2014-10-14,1065,4117600000000
2014-10-15,1065,4022400000000
2014-10-16,1059.6,4423300000000
2014-10-17,1061,4454000000000
2014-10-20,1063.4,3518100000000
2014-10-21,1056.4,4274800000000
2014-10-22,1055.5,4359700000000
2014-10-23,1054.2,4279800000000
2014-10-24,1060,4255800000000
2014-10-27,1055.5,3995200000000
2014-10-28,1050.5,3713000000000
2014-10-29,1047,5341300000000
2014-10-30,1054.8,4923400000000
2014-10-31,1053.1,5245300000000
2014-11-03,1076,4397300000000
2014-11-04,1081.5,4868400000000
2014-11-05,1077.3,4001400000000
2014-11-06,1087.3,4368900000000
2014-11-07,1091.5,3574800000000
2014-11-10,1086,4422100000000
2014-11-11,1088.9,4408100000000
2014-11-12,1097,4401100000000
2014-11-13,1095.5,3902500000000
2014-11-14,1097.2,4950400000000
2014-11-17,1102,4255100000000
2014-11-18,1100.4,4086200000000
2014-11-19,1100.5,4396800000000
2014-11-20,1115,4194500000000
2014-11-21,1112,4312400000000
2014-11-24,1110,5477300000000
2014-11-25,1115,6024600000000
2014-11-26,1109,3950000000000
2014-11-27,1103,5176700000000
2014-11-28,1101,4220600000000
2014-12-01,1113.5,4605200000000
2014-12-02,1108.5,3708900000000
2014-12-03,1115,3136400000000
2014-12-04,1116.3,3464600000000
2014-12-05,1112.5,3434300000000
2014-12-08,1121.1,3056600000000
2014-12-09,1112,3631500000000
2014-12-10,1104,3748800000000
2014-12-11,1098.5,4311400000000
2014-12-12,1103,3738600000000
2014-12-15,1100.1,3695200000000
2014-12-16,1097.5,4218500000000
2014-12-17,1081.6,4011300000000
2014-12-18,1100,5242600000000
2014-12-19,1100.5,4309200000000
2014-12-22,1100,4035000000000
2014-12-23,1100,3595300000000
2014-12-24,1106.5,2936900000000
2014-12-26,1102.5,3406200000000
2014-12-29,1097.7,3395900000000
2014-12-30,1100,3643000000000
2015-01-02,1097.2,3620100000000
2015-01-05,1106.5,4663100000000
2015-01-06,1108,4655200000000
2015-01-07,1098.5,2697300000000
2015-01-08,1100,4170300000000
2015-01-09,1095.6,4246400000000
2015-01-12,1082.9,3498600000000
2015-01-13,1083.5,4791800000000
2015-01-14,1078,4341100000000
2015-01-15,1083,3767000000000
2015-01-16,1072,3920600000000
2015-01-19,1081,3506200000000
2015-01-20,1081,3573000000000
2015-01-21,1088.1,4251700000000
2015-01-22,1084.5,4477200000000
2015-01-23,1087.9,4595900000000
2015-01-26,1078,3900300000000
2015-01-27,1083,4493100000000
2015-01-28,1077.5,5188400000000
2015-01-29,1086,5334700000000
2015-01-30,1100,5889600000000
2015-02-02,1100,4306500000000
2015-02-03,1099.5,4593500000000
2015-02-04,1093,4938200000000
2015-02-05,1090,4229100000000
2015-02-06,1085.3,4690500000000
2015-02-09,1098,4285800000000
2015-02-10,1095,4084500000000
2015-02-11,1097,4227700000000
2015-02-12,1107,4263300000000
2015-02-13,1101.1,4011400000000
2015-02-16,1097.5,3637300000000
2015-02-17,1101.5,3461100000000
2015-02-23,1105,4142500000000
2015-02-24,1109,4112600000000
2015-02-25,1105.3,4827400000000
2015-02-26,1100,5019300000000
2015-02-27,1102.9,5527700000000
2015-03-02,1101.5,5493300000000
2015-03-03,1103.9,5301000000000
2015-03-04,1096.5,4595800000000
2015-03-05,1100.5,3939100000000
2015-03-06,1101.8,4749000000000
2015-03-09,1111,3942000000000
2015-03-10,1116,4677600000000
2015-03-11,1125,5795400000000
2015-03-12,1131.5,6277300000000
2015-03-13,1124.5,4249800000000
2015-03-16,1135,4562900000000
2015-03-17,1131,5331700000000
2015-03-18,1128,5306000000000
2015-03-19,1110.5,5557800000000
2015-03-20,1120.5,5060600000000
2015-03-23,1113,4575000000000
2015-03-24,1106,4561800000000
2015-03-25,1104.8,4983200000000
2015-03-26,1101,5100200000000
2015-03-27,1105,5035100000000
2015-03-30,1103.5,4347300000000
2015-03-31,1108,5291400000000
2015-04-01,1108.9,5316800000000
2015-04-02,1098,5904800000000
2015-04-03,1092.3,4452300000000
2015-04-06,1085.5,4726600000000
2015-04-07,1087,4760100000000
2015-04-08,1094,6416100000000
2015-04-09,1093.5,5805400000000
2015-04-10,1096.1,6275500000000
2015-04-13,1094.5,6949800000000
2015-04-14,1101.8,7954000000000
2015-04-15,1091.5,7283600000000
2015-04-16,1092.6,7187300000000
2015-04-17,1084.5,6249200000000
2015-04-20,1082,6973900000000
2015-04-21,1083.3,6825200000000
2015-04-22,1083,8388500000000
2015-04-23,1084,8076500000000
2015-04-24,1080.5,8114600000000
2015-04-27,1078,6117100000000
2015-04-28,1070,6068600000000
2015-04-29,1067,6564700000000
2015-04-30,1070,6018800000000
2015-05-04,1080,4668400000000
2015-05-06,1081,5600800000000
2015-05-07,1078.5,5370700000000
2015-05-08,1093.2,4677200000000
2015-05-11,1086.6,4962800000000
2015-05-12,1096.5,4899700000000
2015-05-13,1092.5,4928900000000
2015-05-14,1092.5,5003100000000
2015-05-15,1090,6152400000000
2015-05-18,1084.5,5784600000000
2015-05-19,1090.5,5650800000000
2015-05-20,1095,5998500000000
2015-05-21,1097,5596400000000
2015-05-22,1091.8,5992100000000
2015-05-26,1097,6372100000000
2015-05-27,1106.5,7887300000000
2015-05-28,1110,6742800000000
2015-05-29,1107,7648600000000
2015-06-01,1113.5,5697900000000
2015-06-02,1115.5,6940000000000
2015-06-03,1108.3,6300100000000
2015-06-04,1107.5,7004200000000
2015-06-05,1113,6086700000000
2015-06-08,1123,5508800000000
2015-06-09,1119,5538700000000
2015-06-10,1120.5,6101600000000
2015-06-11,1111,7496000000000
2015-06-12,1113,5960200000000
2015-06-15,1112,4765900000000
2015-06-16,1116.5,6265600000000
2015-06-17,1118.5,5064200000000
2015-06-18,1113,5245800000000
2015-06-19,1105.5,5570900000000
2015-06-22,1103.5,4248200000000
2015-06-23,1101.2,5218300000000
2015-06-24,1106.2,5240700000000
2015-06-25,1110,5832400000000
2015-06-26,1111,6232900000000
2015-06-29,1126,6142800000000
2015-06-30,1120,5606700000000
2015-07-01,1118.8,5887500000000
2015-07-02,1124,6954700000000
2015-07-03,1123,5877200000000
2015-07-06,1125.2,6275900000000
2015-07-07,1126.5,8200300000000
2015-07-08,1133,7392500000000
2015-07-09,1135,6994500000000
2015-07-10,1131.5,6514200000000
2015-07-13,1132.5,6184000000000
2015-07-14,1138,6687800000000
2015-07-15,1143,7492800000000
2015-07-16,1147.5,7511200000000
2015-07-17,1146.8,8471400000000
2015-07-20,1150,6032600000000
2015-07-21,1156,6488300000000
2015-07-22,1150,6766300000000
2015-07-23,1157,6137900000000
2015-07-24,1162.2,6021500000000
2015-07-27,1170,6377300000000
2015-07-28,1167.5,6440800000000
2015-07-29,1161,6590700000000
2015-07-30,1162.5,6690300000000
2015-07-31,1173,6187300000000
2015-08-03,1165,4969400000000
2015-08-04,1171,5020100000000
2015-08-05,1169.5,4977500000000
2015-08-06,1173,5738400000000
2015-08-07,1163.5,4538500000000
2015-08-10,1164.5,4450800000000
2015-08-11,1159,5029100000000
2015-08-12,1180.5,6801500000000
2015-08-13,1175.6,5114000000000
2015-08-17,1179.5,4561500000000
2015-08-18,1184,5534000000000
2015-08-19,1187.5,7107600000000
2015-08-20,1181.1,5077400000000
2015-08-21,1186,6761200000000
2015-08-24,1198,6088800000000
2015-08-25,1192,6564900000000
2015-08-26,1192,6763200000000
2015-08-27,1184,6640200000000
2015-08-28,1176,6405500000000
2015-08-31,1178,5950600000000
2015-09-01,1183,4831100000000
2015-09-02,1180,4953200000000
2015-09-03,1183,4513400000000
2015-09-04,1190.5,4642600000000
2015-09-07,1202,3731000000000
2015-09-08,1202,4767200000000
2015-09-09,1194,5193300000000
2015-09-10,1194,5396700000000
2015-09-11,1183,4605400000000
2015-09-14,1182.5,4086000000000
2015-09-15,1182.4,3928200000000
2015-09-16,1179,5836400000000
2015-09-17,1170.5,5545800000000
2015-09-18,1167.5,6663900000000
2015-09-21,1172,3858200000000
2015-09-22,1178.1,4456200000000
2015-09-23,1184.5,5433900000000
2015-09-24,1192.5,5080700000000
2015-09-25,1194.3,4176800000000
2015-09-30,1196,5435700000000
2015-10-01,1185,5093600000000
2015-10-02,1178.6,5192800000000
2015-10-05,1173.2,4533500000000
2015-10-06,1162.5,5457300000000
2015-10-07,1161.5,6195500000000
2015-10-08,1158.7,6067200000000
2015-10-12,1148.5,5988400000000
2015-10-13,1145,5112200000000
2015-10-14,1150,4959500000000
2015-10-15,1138,4564600000000
2015-10-16,1125,4616100000000
2015-10-19,1131,4210300000000
2015-10-20,1132,4691700000000
2015-10-21,1131.5,5306100000000
2015-10-22,1138.8,5877400000000
2015-10-23,1132,5303900000000
2015-10-26,1135.5,4267500000000
2015-10-27,1130,4011400000000
2015-10-28,1135.8,4877000000000
2015-10-29,1145,5622200000000
2015-10-30,1140.4,5945900000000
2015-11-02,1142,4670600000000
2015-11-03,1137,5731100000000
2015-11-04,1130.2,4854000000000
2015-11-05,1136.8,3946600000000
2015-11-06,1137.8,4513100000000
2015-11-09,1153.5,3908000000000
2015-11-10,1157,5372500000000
2015-11-11,1157.5,3795800000000
2015-11-12,1153.3,3402300000000
2015-11-13,1159,4186200000000
2015-11-16,1171.5,4762700000000
2015-11-17,1168,4414100000000
2015-11-18,1170,4539600000000
2015-11-19,1166,4469300000000
2015-11-20,1156,3981100000000
2015-11-23,1154.5,4422700000000
2015-11-24,1158,4228700000000
2015-11-25,1147,4170400000000
2015-11-26,1145,4361300000000
2015-11-27,1148.5,3898100000000
2015-11-30,1157.1,6410000000000
2015-12-01,1158.1,4672200000000
2015-12-02,1153.8,4341100000000
2015-12-03,1164,3434300000000
2015-12-04,1154.9,3175000000000
2015-12-07,1165,3356200000000
2015-12-08,1175,3574200000000
2015-12-09,1178.9,3636700000000
2015-12-10,1178,4506400000000
2015-12-11,1179.1,4020300000000
2015-12-14,1187.1,4022000000000
2015-12-15,1184,3593500000000
2015-12-16,1175.7,4207000000000
2015-12-17,1175.5,3850700000000
2015-12-18,1185,4021900000000
2015-12-21,1176.9,3534900000000
2015-12-22,1176,4181100000000
2015-12-23,1171.5,3918300000000
2015-12-24,1174.5,3551500000000
2015-12-28,1168.3,3754000000000
2015-12-29,1169,3757600000000
2016-01-04,1178,3917300000000
2016-01-05,1189.5,4098000000000
2016-01-06,1190.5,5918000000000
2016-01-07,1199.5,4907200000000
2016-01-08,1198,4995400000000
2016-01-11,1206.1,4145500000000
2016-01-12,1205,3787400000000
2016-01-13,1209.2,3882800000000
2016-01-14,1209.2,4264500000000
2016-01-15,1208,4391100000000
2016-01-18,1214,4056200000000
2016-01-19,1211,4441600000000
2016-01-20,1207.5,5240300000000
2016-01-21,1210,4729600000000
2016-01-22,1204,4344500000000
2016-01-25,1197,4005000000000
2016-01-26,1200,4470700000000
2016-01-27,1198.3,5065400000000
2016-01-28,1209,6242600000000
2016-01-29,1206,6483700000000
2016-02-01,1206,5062900000000
2016-02-02,1202.5,4639400000000
2016-02-03,1214,4815400000000
2016-02-04,1204,5253800000000
2016-02-05,1191.8,4770100000000
2016-02-11,1192,4770100000000
2016-02-12,1200.1,6339000000000
2016-02-15,1206,4413400000000
2016-02-16,1211,4197000000000
2016-02-17,1220.5,5188300000000
2016-02-18,1223,4646500000000
2016-02-19,1231,3825300000000
2016-02-22,1236,3405000000000
2016-02-23,1225,3949000000000
2016-02-24,1233,3516000000000
2016-02-25,1233.5,3881800000000
2016-02-26,1236,4644800000000
2016-02-29,1243,4534800000000
2016-03-02,1231,5110400000000
2016-03-03,1227,4903700000000
2016-03-04,1210.5,4491200000000
2016-03-07,1199.8,4612000000000
2016-03-08,1200,4844000000000
2016-03-09,1211,4893200000000
2016-03-10,1211.6,5056000000000
2016-03-11,1206.5,4207100000000
2016-03-14,1188,4167800000000
2016-03-15,1190,3764700000000
2016-03-16,1194,4056000000000
2016-03-17,1180,5094500000000
2016-03-18,1156.3,4659000000000
2016-03-21,1164.5,4012300000000
2016-03-22,1163,4416800000000
2016-03-23,1156,3929400000000
2016-03-24,1169,3777400000000
2016-03-25,1167.7,3751900000000
2016-03-28,1170,3365400000000
2016-03-29,1164.5,3991800000000
2016-03-30,1156,4517700000000
2016-03-31,1145.6,4840900000000
2016-04-01,1145,4777000000000
2016-04-04,1147.4,4192200000000
2016-04-05,1153.5,3992300000000
2016-04-06,1159.5,4299800000000
2016-04-07,1153.5,4578000000000
2016-04-08,1159,4332900000000
2016-04-11,1153.5,3801200000000
2016-04-12,1143,3861400000000
2016-04-14,1146.5,6285900000000
2016-04-15,1153.5,4428500000000
2016-04-18,1151,4247500000000
2016-04-19,1144,4392300000000
2016-04-20,1131.3,4528300000000
2016-04-21,1133.2,4714200000000
2016-04-22,1140.5,4149100000000
2016-04-25,1150,4310200000000
2016-04-26,1151,5110500000000
2016-04-27,1148.2,5312000000000
2016-04-28,1148,5240900000000
2016-04-29,1137,4899500000000
2016-05-02,1142,3849300000000
2016-05-03,1137,3729500000000
2016-05-04,1150.5,4926300000000
2016-05-09,1166.2,5179300000000
2016-05-10,1175,4773200000000
2016-05-11,1170,4363800000000
2016-05-12,1165.5,4038200000000
2016-05-13,1169,4495600000000
2016-05-16,1178,4797400000000
2016-05-17,1177.5,5415000000000
2016-05-18,1180,6511600000000
2016-05-19,1190.5,5225500000000
2016-05-20,1188,4455600000000
2016-05-23,1185,4062500000000
2016-05-24,1184.1,5005500000000
2016-05-25,1188,5410500000000
2016-05-26,1180.8,4991700000000
2016-05-27,1179.5,4814100000000
2016-05-30,1187.3,4532700000000
2016-05-31,1189,8425300000000
2016-06-01,1191,5314000000000
2016-06-02,1194,5143900000000
2016-06-03,1187,5150300000000
2016-06-07,1164,5459300000000
2016-06-08,1156.9,5705500000000
2016-06-09,1154,7585400000000
2016-06-10,1161,4711200000000
2016-06-13,1170,4530700000000
2016-06-14,1173,5009900000000
2016-06-15,1176,4491900000000
2016-06-16,1168.5,4386600000000
2016-06-17,1169.5,4420700000000
2016-06-20,1168,3908100000000
2016-06-21,1160.5,4426400000000
2016-06-22,1151,4136200000000
2016-06-23,1151,4155700000000
2016-06-24,1150,8724500000000
2016-06-27,1174.3,5095600000000
2016-06-28,1182.2,4360400000000
2016-06-29,1166,4757300000000
2016-06-30,1153.5,4992200000000
2016-07-01,1153,4280300000000
2016-07-04,1147.7,4047800000000
2016-07-05,1149,3872500000000
2016-07-06,1161.6,4683900000000
2016-07-07,1158.5,3936400000000
2016-07-08,1159,4066500000000
2016-07-11,1150,4239200000000
2016-07-12,1151.5,4404300000000
2016-07-13,1143,4655800000000
2016-07-14,1146.8,4208700000000
2016-07-15,1132.5,4557900000000
2016-07-18,1137,3489700000000
2016-07-19,1136.8,3693800000000
2016-07-20,1142,3438500000000
2016-07-21,1142.5,3847500000000
2016-07-22,1137.5,3686900000000
2016-07-25,1136.6,4001400000000
2016-07-26,1142,3926400000000
2016-07-27,1136.3,4433700000000
2016-07-28,1127,4255300000000
2016-07-29,1123,4967000000000
2016-08-01,1112.5,4659800000000
2016-08-02,1109,4276300000000
2016-08-03,1113,4243800000000
2016-08-04,1117,3586900000000
2016-08-05,1112.5,4111200000000
2016-08-08,1115,4091300000000
2016-08-09,1107,4099900000000
2016-08-10,1103,4536800000000
2016-08-11,1096.5,4425800000000
2016-08-12,1098.5,4537300000000
2016-08-16,1097.5,4437000000000
2016-08-17,1095,4305900000000
2016-08-18,1105,4764900000000
2016-08-19,1108,4862700000000
2016-08-22,1118,4029100000000
2016-08-23,1122,4351100000000
2016-08-24,1121.5,4029700000000
2016-08-25,1120.5,4118000000000
2016-08-26,1116.1,3693600000000
2016-08-29,1126,3800400000000
2016-08-30,1118,3766600000000
2016-08-31,1119.5,5392600000000
2016-09-01,1116,4310600000000
2016-09-02,1117,3883300000000
2016-09-05,1114.5,4086300000000
2016-09-06,1103,4033200000000
2016-09-07,1093.5,5053400000000
2016-09-08,1090.5,5576500000000
2016-09-09,1098,4160500000000
2016-09-12,1106,4758400000000
2016-09-13,1108.5,5076200000000
2016-09-19,1125.5,4961600000000
